guid;stock;title;summary;published;p_date;sentiment_summary;sentiment_title
eb959481-138a-3200-b0e8-c07fd49db99d;NFLX;10 ESG Funds That Score Poorly on Sustainability, but Deserve a Second Look;Low sustainability ratings might not be a bad thing. It’s worthwhile to take a closer look at the funds.;Fri, 24 Jul 2020 11:00:00 +0000;NFLX_2020-07-24;0.4854;0.0
7f574e78-371d-3a66-9da8-3e855bb34fb0;NFLX;Controversial Matchmaking Show Helps Netflix in Battle for India;"(Bloomberg) -- Netflix Inc. has hit the sweet spot with a controversial reality series on a jet-setting Indian matchmaker helping her picky clients find life partners, in a boost to the streaming giant’s efforts to produce local content for subscribers in new markets.“Indian Matchmaking,” which debuted last week, touches on the centuries-old custom of arranged marriages, in which families, friends or matchmakers bring together eligibles -- unlike the popular Western reality shows like “Bachelor” or “Love is Blind.” The show features Sima Taparia -- the match arranger -- roping in astrologers, face readers and marriage coaches to accomplish her mission.The eight-episode series with its blend of romance, heartbreak and toxic relationships is gaining viewers not just in India, but also in countries like the U.S. and U.K., where there’s a significant South Asian population. The show is a major win for Netflix, which is competing for eyeballs with Amazon.com Inc’s Prime Video, Disney+ Hotstar, Zee5 and SonyLIV as hundreds of millions of stuck-at-home Indians go online scouring for entertainment during the pandemic.Read more: Netflix and Amazon Score Big Wins in Battle for BollywoodNetflix has almost 193 million subscribers globally and doesn’t provide user data for individual markets. The buzz -- and some online fury -- generated by the matchmaker series illustrates that the company could start leveraging content produced for India to gain a wider audience overseas as well.“Streaming platforms have been trying to gain mind share by tailoring content with a deep connect to regional audiences,” said Tarun Pathak, a New Delhi-based associate director with Counterpoint Research. “Even if Netflix viewers don’t entirely relate to the matchmaking series, it’s still got them talking.”With China being inaccessible, India has become the battleground for the global streaming giants as they tussle for original content. Netflix recently announced 17 India originals, including Bollywood films and a romcom series, while Amazon said it’s snagged the premiere of a much-awaited Bollywood film and was also lining up multiple originals for the coming weeks.The rivals have low-cost subscription plans aimed at the country. Netflix’s mobile-only monthly plan costs 199 rupees ($2.70), while its regular plans start at 499 rupees. Amazon Prime’s all-screen subscription is cheaper at 129 rupees a month and a Disney+ Hotstar plans start at 399 rupees a year.The concept of arranged marriages -- essentially pre-vetted dating but with a more urgent and definite slant toward marriage -- has for years fascinated westerners. For many Indians, even Western-educated ones, the pressure to get married builds steadily from the mid-20s and several of the singles in the reality series say dating apps and online matchmaking hasn’t worked for them.Yet the series, while leaving some viewers wanting more, has drawn criticism for its portrayal of caste, fair-skin obsession and misogyny. Some describe it as a “cringe fest” on social media for highlighting the worst of Indian culture, including sexism and racism. But many say it holds a mirror to the ugly side of arranged marriages.Poorna Jagannathan, an actor and a series regular in Netflix’s U.S. teen comedy “Never Have I Ever,” said the show was “horrifying.”A representative for Netflix declined to comment on the content of the series or the controversy raging online.The show has also made overnight stars of its lead characters. A deluge of memes show “Sima Auntie,” the calm but judgmental matchmaker who calls the shots, as she repeatedly introduces herself as “Sima from Mumbai” and spouts lines like “ultimately my efforts are meaningless if the stars are not aligned.” As she jets between Houston, New York and Mumbai, nonchalantly peeping into bedrooms and peering into wardrobes, the matchmaker says, “In India, we don’t say ‘arranged marriage’; there’s marriage and then love marriage.”The first season ends on carefully-structured cliffhangers. Most of the singles it features do not find a marriage partner, leaving the door open for more episodes.(Updates with plans for original content in sixth paragraph)For more articles like this, please visit us at bloomberg.comSubscribe now to stay ahead with the most trusted business news source.©2020 Bloomberg L.P.";Fri, 24 Jul 2020 10:08:25 +0000;NFLX_2020-07-24;0.9905;-0.2023
585ac44b-8fc1-337d-a17e-5cac2fb6d620;NFLX;Here’s why the toy industry will shake off the global pandemic;Yahoo Finance’s Alexis Christoforous and Brian Sozzi discuss the outlook for Mattel, Hasbro and Funko in addition to the overall toy industry with James Zahn of Toy Insider. Zahn even unveils a new offering set to come out this year.;Thu, 23 Jul 2020 15:23:13 +0000;NFLX_2020-07-23;0.0;-0.1779
23904bd0-5c0a-3e15-a654-1bbeec31ae6c;NFLX;Chart Reading: 3 Telltale Clues To Look For In Nvidia, Netflix;"Chart Reading For Beginners: Using examples from Netflix, Nvidia and others, discover three telltale clues that help you see if it&#39;s time to buy, sell or hold your stocks.";Thu, 23 Jul 2020 13:23:25 +0000;NFLX_2020-07-23;0.4019;0.0
d165ecbe-92dc-37b0-ad30-a51c4c363e31;NFLX;Netflix Doesn’t Need Investment-Grade Ratings;"(Bloomberg Opinion) -- Netflix Inc. could be a rising star in the bond market. But it shouldn’t necessarily want to be one just yet.In the parlance of credit-rating firms, investment-grade companies that are cut to junk are deemed “fallen angels.” The phrase was thrown around frequently before the coronavirus pandemic, given that hundreds of billions of dollars worth of corporate debt was one wrong step away from speculative grade. Unsurprisingly, this year’s economic crisis has tripped up household names such as Ford Motor Co., Kraft Heinz Co. and Macy’s Inc., each of which was flagged as a risk well before anyone knew the term Covid-19. S&P Global Ratings said this week that a record 126 issuers remain potential fallen angels, with 20 facing immediate downgrade pressure.A lesser-known distinction is the flip side: when a junk-rated company is lifted into the ranks of investment-grade borrowers. Known as “rising stars,” S&P anticipates the fewest such upgrades since at least 1987, when they began tracking the data. Since February, not a single U.S. company has made the leap, which is hardly surprising given the widespread damage to the U.S. economy.Which brings us to Netflix. Unlike the vast majority of businesses, stay-at-home orders and social distancing have been a boon to its bottom line. For those who missed its second-quarter results last week, the company added a whopping 10.1 million subscribers and produced $899 million in free cash flow — a figure that is normally negative, not positive. The higher-than-expected rate of subscriber growth, coupled with lower costs from a halt in the production of shows, has Netflix on track to potentially post positive free cash flow for the entire year, disproving conventional wisdom that an economic downturn would run out the clock on its debt-fueled content binge. The company’s cash position was so surprisingly strong that Bloomberg Intelligence’s Stephen Flynn and Suborna Panja suggested in a report this week that by the time Netflix taps the bond market again, it might do so as an investment-grade company. Its leverage is poised to fall further below higher-graded peers like Comcast Corp., while its business model is more resistant to the coronavirus than that of Walt Disney Co. With just $1.2 billion of debt due over the next three years, Netflix could stretch its $7 billion cash haul through 2021 until it reaches steady positive free cash flow — a clean bill of health for bond investors and credit-rating companies alike.However, it’s not clear that wowing the bond market should be Netflix’s top priority. Of course, all else being equal, having an investment-grade rating is better than not having one. But the company sold $500 million of bonds in April at a yield of 3.625%, one of the lowest rates ever in the U.S. high-yield bond market and just a handful of basis points more than the average yield on a Bloomberg Barclays index of triple-B debt. Those five-year notes traded at a paltry 2.34% this week. Clearly, Netflix has already won over Wall Street, investment grades or not.The one thing that could derail Netflix’s momentum is if it were seen as falling behind in the streaming race, rather than solidifying its spot at the front of the pack. Netflix, Disney and others with the means are in it for the long haul, for there won’t be one final winner but rather a set of companies that compete in some degree of perpetuity. This will require significant, continuing investment in new content — a finite resource because Covid-19 forced a stop to production.Netflix’s current advantage is that it has enough programming to roll out this year, which should prevent subscribers from canceling in droves of boredom. One of its latest hits was “The Old Guard,” a sci-fi action movie starring Charlize Theron, which may be one of few big films released by Hollywood this summer as theaters remain closed. A light traditional fall television season may also push more cable customers to try out streaming services. It’s time for the company to push its advantage and build its programming war chest even more, not slow down. Of course, that’s long been Netflix’s strategy: add new users and largely dismiss its cash bonfire, even as the flames shot as high as $3.3 billion in negative free cash flow in 2019. It has paid off; its shares are up about 50% this year, and it has added nearly 26 million customers in the pandemic so far. The company projects its free cash flow will dip back into negative territory next year as Hollywood gets back to work, though it mentioned that its “need for external financing is diminishing.” The fact that Netflix could stop issuing junk bonds is likely enough to keep its borrowing costs near record lows for a speculative-grade company. In April 2019, it was fair to doubt Chief Executive Officer Reed Hastings when he said that “our message to debt investors is you better get in soon, because it’s not going to be that much more to go.” That’s a much more realistic scenario now, though it would be a mistake for the company to dismiss cheap financing just because it’s not burning through cash. It’s better to raise money when you can than when you need to.The peculiarities of this recession may forever change some of the most time-tested, resilient entertainment businesses. Netflix is no longer a place to watch cable reruns. It may turn to licensed content to help bridge the Covid-19 production gap, but it’s a studio in its own right. It has to be, given that its former partners have turned into direct rivals. It would be smart to stay the course, focusing on adding customers and keeping them happy so it maintains its standing as the must-have subscription — the one viewers keep while switching between other supplemental offerings. Succeed in that strategy, even if it’s costly in the short run, and the coveted “rising star” label will surely follow. This column does not necessarily reflect the opinion of the editorial board or Bloomberg LP and its owners.Brian Chappatta is a Bloomberg Opinion columnist covering debt markets. He previously covered bonds for Bloomberg News. He is also a CFA charterholder.Tara Lachapelle is a Bloomberg Opinion columnist covering the business of entertainment and telecommunications, as well as broader deals. She previously wrote an M&A column for Bloomberg News.For more articles like this, please visit us at bloomberg.com/opinionSubscribe now to stay ahead with the most trusted business news source.©2020 Bloomberg L.P.";Thu, 23 Jul 2020 10:30:47 +0000;NFLX_2020-07-23;0.9696;0.0
21175daf-9c12-3c00-984d-f1c2439b9597;NFLX;Movie Theaters Won’t Open Up Soon. Studios Need to Change Their Playbooks.;Take Christopher Nolan’s latest film Tenet, for example. One analyst writes that releasing it on HBO Max instead of in a theater could be the “power move” the streaming service needs.;Wed, 22 Jul 2020 20:06:00 +0000;NFLX_2020-07-22;0.0;0.0
3ad93a13-a07b-3478-913a-a539e4b8f5b5;NFLX;TikTok Ban Would Leave a Giant Social-Media Hole;"(Bloomberg Opinion) -- TikTok, the popular social-media app featuring do-it-yourself short videos, has also become one of the sore points in the growing frictions between the U.S. and China owing to its ownership by Beijing-based ByteDance Ltd. In recent weeks, White House officials from Secretary of State Mike Pompeo to President Donald Trump have even raised the possibility of banning or otherwise restricting TikTok, citing data-privacy and national security concerns the company denies. Does a move to outlaw TikTok make sense? So far, the government hasn’t presented any clear evidence laying out its privacy concerns about the app. And unlike Huawei Technologies Co., another targeted Chinese company whose telecommunications equipment routes critical data traffic for wireless carriers and enterprises, TikTok is used mostly by everyday Americans to share dancing, lip-syncing and funny pet videos. The two firms are worlds apart. Still, with tensions rising by the day — including the U.S. move this week to shut down the Chinese consulate in Houston and China’s vow to retaliate — it’s hard to dismiss the threat entirely as political bluster. And so it’s worth giving a thought to what’s at stake in a potential ban of TikTok, and what the consequences of shutting down such a widely used app might be.Clearly, the move would have a chilling effect on any Chinese-owned tech firms operating in the U.S. It also could trigger backlash for U.S. companies with operations in China. Most of all, it would upend the U.S. social media landscape by eliminating one of its fastest-growing platforms, and one that has carved out a unique niche.All the major platforms have different origin stories that permeate how the sites work even today. TikTok is no different. Facebook, for instance, was originally built around text-based social networking and messaging. Instagram has dominated the move toward sharing photos and images through a scrollable feed, while YouTube is the internet’s repository for longer-form videos with an interface anchored around a search engine. In contrast, TikTok’s core focus is short 15-to-60-second videos and its ability to surface the most-relevant entertaining content to each user. For many social-media influencers and celebrities, it’s not a question of choosing between platforms, but rather knowing which content to put on each. Many TikTok creators already cross-post their TikTok videos on Instagram and YouTube, but the same short-form videos get much more traction on TikTok from its better personalization algorithm for video content. A world without TikTok would mean less exposure for these stars, but not necessarily loads of new content for TikTok competitors such as Facebook Inc. or YouTube parent Google.Not that rivals are sitting still. Facebook has launched a new TikTok-like “Reels” feature in some international markets, and it’s reportedly set to appear in the U.S. Instagram app in the near future. This will pose more of a direct threat, for sure. But such bolt-on offerings may not gain as much traction as the original because they lack focus and often require extra cumbersome steps. Whatever happens, Instagram’s home page will still be centered around a scrollable feed of images. But do expect Facebook and others to keep trying. The numbers show surging demand for TikTok’s pure-play short-video platform. Sensor Tower data shows that downloads of the app have soared past its competitors over the last three quarters as more and more Americans take to TikTok as the perfect escape for turbulent times. In another milestone, Netflix added TikTok to its short list of competitors for the first time in its letter to investors last week, saying the app’s growth was “astounding.”But even more important than the numbers on users or downloads, perhaps, is the fact that TikTok users are becoming more addicted to the service. On Monday, Citi Research analyst Nicholas Jones said in a note to clients that the average TikTok user spent 476 minutes on average on the app in March, the most recent period for which data is available, resulting in the largest increase in time spent among the major platforms since October. TikTok is also now in second place overall, just behind Facebook’s 564 minutes. Instead of the major social media sites, a TikTok ban would likely benefit the smaller apps that are focused on the short-video category, including Byte App and Dubsmash. This pattern is what happened in India, where the video-focused apps such as Roposo thrived, adding millions of users in days, after the country’s ban of TikTok last month. At the end of the day, the strong demand for short-form video apps looks to be a resilient, enduring trend.TikTok also seems to be exploring ways to address the U.S.’s concerns. On Tuesday, The Information reported that ByteDance’s current American investors have started preliminary discussions with the company about buying a majority ownership in TikTok. Further, the Wall Street Journal said earlier this month ByteDance was considering the creation of a new management board, in addition to designating a new headquarters outside of China for TikTok.If an acceptable solution is found for both sides, millions of TikTok users will be able to breathe easy. Not so the other American social-media giants, until they find their own answer for the surging TikTok juggernaut, or somethng else comes along.This column does not necessarily reflect the opinion of the editorial board or Bloomberg LP and its owners.Tae Kim is a Bloomberg Opinion columnist covering technology. He previously covered technology for Barron&#39;s, following an earlier career as an equity analyst.For more articles like this, please visit us at bloomberg.com/opinionSubscribe now to stay ahead with the most trusted business news source.©2020 Bloomberg L.P.";Wed, 22 Jul 2020 18:28:33 +0000;NFLX_2020-07-22;0.9909;-0.5859
60d38746-ee75-321e-abbc-ec8b0ee587e6;NFLX;Top Communications Stocks for August 2020;These are the communications stocks with the best value, fastest growth, and most momentum for August 2020.;Wed, 22 Jul 2020 17:59:17 +0000;NFLX_2020-07-22;0.8481;0.2023
2e66a35e-abfd-3377-8228-6a53400abcf0;NFLX;2 Top Robinhood Stocks to Protect Your Portfolio Against the Coronavirus;The coronavirus pandemic is causing havoc around the world, with cities, states, and countries implemented varying degrees of shutdowns and stay-at-home orders to slow the spread of the virus.  While it may be true that some investors on the stock-trading platform Robinhood like to buy into investments that are high-risk with high-profit potential, that may not be true for all Robinhood traders.  If you want to add a bit of balance and still participate in an excellent upside, you can protect your portfolio against the worsening of the pandemic by buying these stocks that rank in the top 50 among Robinhood traders.;Wed, 22 Jul 2020 15:05:00 +0000;NFLX_2020-07-22;0.8225;0.5267
ffe08853-e84a-35e6-af95-6b0da07b0d0f;NFLX;Why You Should Watch These Smaller Start-Ups;In this episode of Motley Fool Money, host Chris Hill chats with analysts Ron Gross and Andy Cross about the latest headlines and news from Wall Street. They discuss the recent hack at Twitter (NYSE: TWTR).;Wed, 22 Jul 2020 14:36:10 +0000;NFLX_2020-07-22;-0.7184;0.0
7384d9e7-0f7c-3109-8f27-99a5fb9ee31b;NFLX;Netflix: Is Growth Accelerating or Just Pulled Forward?;"Netflix reported record subscriber growth in the first half of 2020 -- but if a faster pace of growth isn&#39;t sustainable, the stock may be overvalued.";Wed, 22 Jul 2020 13:52:00 +0000;NFLX_2020-07-22;0.6369;0.3818
1a982998-491b-360a-ac04-586b3044bc86;MIST;"Milestone Pharmaceuticals (MIST) Hits a Couple Milestones After FDA Meeting; Top Analyst Cheers";"Tiny biopharmaceutical company Milestone Pharmaceuticals (MIST) had a big day Thursday, first announcing the completion of one study (NODE-301) and the continuation of a second (NODE-301B, now to be renamed the &quot;RAPID study&quot;), that will, together, support a future New Drug Application submission to the FDA for its etripamil  cardiovascular drug -- then announcing a $25 million private placement (a &quot;PIPE&quot;) to raise cash to continue its work.Milestone further advised that it has met with the FDA and agreed on &quot;an efficient path to registration for etripamil which eliminates the need to start a new Phase 3 study.&quot; Specifically, based on data from the NODE-301 study (and partially on the RAPID study as well), the FDA has agreed to modify how the RAPID study proceeds going forward. In particular, the latter study will now permit Milestone &quot;to administer an additional dose of study drug 10 minutes after the first dose if [patients] still experience signs and symptoms of a supraventricular tachycardia (SVT) episode.&quot;The stock nearly tripled in value on the news -- up 167% by day&#39;s end after retreating from its highs.How significant are these two studies? In a note discussing Milestone&#39;s announcement, Cowen analyst Ritu Baral reminds that Milestone&#39;s etripamil  drug is an &quot;intranasal novel calcium channel blocker&quot; designed to treat paroxysmal supraventricular tachycardia, a type of heart arrhythmia.The 5-star analyst sees the FDA&#39;s decision as a bit of a surprise -- but a good one. For one thing, she notes that the decision to allow Milestone to administer additional doses to a single patient &quot;speaks highly of the drug&#39;s safety profile from &#39;301.&quot; (Apparently, patients tolerate the drug quite well). For another, the chance that these additional doses will improve the drug&#39;s effectiveness &quot;allows for even better possible clinical efficacy from topline data.&quot; Basically, if the first 70mg etripamil dose doesn&#39;t do the trick, Milestone will be allowed to administer a second dose 10 minutes later -- giving the drug a second chance to slow the patient&#39;s heartbeat down to a normal rate and achieve a successful outcome.In the analyst&#39;s opinion, this leeway that the FDA is allowing Milestone means &quot;the RAPID trial is well set up for success&quot; when data comes out in late 2021 or early 2022, and &quot;majorly derisks the program.&quot;Financially speaking, Baral is also pleased with the PIPE. At estimated burn rates, the extra $25 million that Milestone will be raising should suffice to fund Milestone&#39;s research &quot;into 2Q22,&quot; says the analyst, and therefore &quot;past topline RAPID data.&quot; In short, it eliminates funding concerns throughout the clinical process (although additional capital raises may still take place if desirable).Mind you, none of this means that Milestone is going to become a profitable enterprise in the immediate future. While the developments are positive, Baral still expects to see Milestone lose $1.83 per share this year (albeit that&#39;s half what it lost last year), then perhaps lose $2.07 per share more next year.Regardless, the analyst is optimistic about the progress, assigns Milestone stock an &quot;outperform&quot; rating, and is doubling her price target to $12 a share. (To watch Baral&#39;s track record, click here)Overall, MIST holds a Moderate Buy rating from the analyst consensus, based on 2 “buy” ratings and 1 “hold.” Shares are selling for $8.29, and the average price target of $13.5 implies a healthy 64% upside. To find good ideas for healthcare stocks trading at attractive valuations, visit TipRanks’ Best Stocks to Buy, a newly launched tool that unites all of TipRanks’ equity insights.";Fri, 24 Jul 2020 22:17:00 +0000;MIST_2020-07-24;0.9977;0.5994
b5a4ed52-ad92-381d-9be8-56f921c1bb54;MIST;Juggling Risk And Reward In A Raucous Market;"It&#39;s been another week of solid results in a choppy market. As with last week, I&#39;m green on all five days with roughly $180,000 in gross profit. Nevertheless, there were quite a few points where I had to reclaim some lost ground after a chart just broke down.One trade that did not succumb to chop -- but easily could have -- was my biggest trade for the week. Milestone Pharmaceuticals Inc. (NASDAQ: MIST) was gapping up about 110% in Thursday&#39;s premarket on a news catalyst. It was trading more than 100x relative volume when I first started trading it. In total, the stock ended up netting me 40% of my total gains for the week, roughly $15,000 of which came during premarket trading.However, by the open MIST was up about 130% over its previous close and I was a little wary it was over-extended. It seemed equally likely to fall apart as take off once the bell rang, so I was cautious at the open.It ended up squeezing up more than a dollar in the first one-minute candle and, fortunately, I was ready with a large order that ended up doubling my premarket gains. I was able to tack on another $15,000 in subsequent micro-pullbacks, however, this was when the worm started to turn and MIST started losing ground and I started getting stopped out.All told I manage to walk away from my pre-market and opening trades in MIST with about $40,000. Still, the chop was very real in the minutes following the initial open, stair-stepping down to below the open before it started seeing solid positive price action.While this goes to show how quickly you may need to change gears and adapt when you trade stocks like this, it also reinforces the benefit of using stops as a tool for risk management while day trading. While I suffered some drawdown in my final few opening trades, I managed to retain the lion&#39;s share of my gains because I identified early that the stock was trading way above it&#39;s normal volume and was likely to see some drawdown as other traders took profit.All told, I ended up with $73,500 in Thursday&#39;s trades on MIST, another outstanding homerun stock. While I am still cautious about the number of false breakouts I&#39;m seeing through any given week, it&#39;s hard not to press down on the accelerator when I&#39;m also seeing stocks like MIST continue to take off.In the end, I&#39;m just going to keep balancing my fear with my greed and do my best trading the market I&#39;m in. It&#39;s done me well so far.See more from Benzinga  * When Trading Is Your Career, Consistency Is The Benchmark  * July Kicks Off With Steady Momentum  * Claim Your Independence, Learn How To Trade(C) 2020 Benzinga.com. Benzinga does not provide investment advice. All rights reserved.";Fri, 24 Jul 2020 18:19:28 +0000;MIST_2020-07-24;0.9759;0.3818
7a1931d1-2db5-37d8-96b3-18a2068d9512;MIST;Milestone Pharmaceuticals Announces $25 Million Private Placement;Milestone Pharmaceuticals Inc. (Nasdaq: MIST), a biopharmaceutical company focused on the development and commercialization of innovative cardiovascular medicines, today announced that it has entered into a securities purchase agreement with affiliates of an existing shareholder, RTW Investments, LP, for a $25 million private placement. The private placement is expected to close on or about July 24, 2020, subject to the satisfaction of customary closing conditions.;Thu, 23 Jul 2020 11:00:00 +0000;MIST_2020-07-23;0.9153;0.0
ea206b6d-c845-3a11-bfb6-55f27a56203e;MIST;Milestone Pharmaceuticals Announces Regulatory Guidance and Updated Clinical Development Plan for Etripamil in PSVT;"&#92;&#92;- Recently completed NODE-301 and ongoing NODE-301B studies can be used as two efficacy studies supporting a future NDA submission (target p-values of &lt;0&#92;. ET -MONTREAL and CHARLOTTE, N.";Thu, 23 Jul 2020 11:00:00 +0000;MIST_2020-07-23;0.4404;0.0
bb9b926d-2882-3030-adb3-e3294178ec7d;MIST;"Milestone Pharmaceuticals&#39; Shares March Higher, Can It Continue?";As of late, it has definitely been a great time to be an investor in Milestone Pharmaceuticals.;Fri, 12 Jun 2020 10:39:10 +0000;MIST_2020-06-12;0.7783;0.296
459e619d-501b-354d-a0ea-2c0a0cbc5858;MIST;Milestone Pharmaceuticals (MIST) Looks Good: Stock Adds 6.5% in Session;Milestone Pharmaceuticals (MIST) saw a big move last session, as its shares jumped more than 6% on the day, amid huge volumes.;Wed, 10 Jun 2020 12:37:12 +0000;MIST_2020-06-10;0.5423;0.4404
6373f57c-088f-3b2b-9483-735175079fad;MIST;Milestone Pharmaceuticals Inc. (MIST): Are Hedge Funds Right About This Stock?;"The financial regulations require hedge funds and wealthy investors that exceeded the $100 million equity holdings threshold to file a report that shows their positions at the end of every quarter. Even though it isn&#39;t the intention, these filings to a certain extent level the playing field for ordinary investors. The latest round of 13F […]";Fri, 05 Jun 2020 18:46:49 +0000;MIST_2020-06-05;0.6597;0.0
1aaaddbe-e88d-3672-a87c-9fdddf952da7;MIST;Milestone Pharmaceuticals to Present at the Jefferies 2020 Healthcare Conference;Milestone Pharmaceuticals to Present at the Jefferies 2020 Healthcare Conference;Wed, 27 May 2020 11:00:00 +0000;MIST_2020-05-27;0.0;0.0
8021cc69-caa9-3ff9-8d65-84620d710699;MIST;Backed by US and foreign investors, Canadian VC sets record at $7.263B for 2019;Backed by US and foreign investors, Canadian VC sets record at $7.263B for 2019;Wed, 20 May 2020 14:00:00 +0000;MIST_2020-05-20;0.0258;0.0258
d8b58f99-742a-3d28-846b-db60f488be70;MIST;Will Milestone Pharmaceuticals Continue to Surge Higher?;As of late, it has definitely been a great time to be an investor of Milestone Pharmaceuticals;Wed, 20 May 2020 12:33:12 +0000;MIST_2020-05-20;0.7783;0.0
167bad09-01c6-3315-8e52-affdc3a2b5be;MIST;Top Ranked Momentum Stocks to Buy for May 19th;Top Ranked Momentum Stocks to Buy for May 19th;Tue, 19 May 2020 11:22:11 +0000;MIST_2020-05-19;0.2023;0.2023
7a3302b4-408d-3fc4-a409-4c1abd7079c0;MIST;Milestone Pharmaceuticals Reports First Quarter 2020 Financial Results and Provides Clinical and Corporate Update;Milestone Pharmaceuticals Inc. (Nasdaq: MIST), a biopharmaceutical company focused on the development and commercialization of innovative cardiovascular medicines, today reported financial results for the first quarter ended March 31, 2020 and provided a clinical and corporate update.;Thu, 14 May 2020 11:15:00 +0000;MIST_2020-05-14;0.6705;0.0
